U_OldCode;CardName;CardType;CardFName;Type;Series;GroupCode;CreditLimit;U_locktimeout;FederalTaxID;MailAddress;Outlet;Address;Delivery Route
A102.18;OBONK SOLO BARU;cCustomer;OBONK SOLO BARU;Restaurant;803;102;1000000;14;0.0000.00000.00000.;PANDAWA WATERBOOM SOLOBARUJLN. CEMARA RAYASOLOBARU;NIHON TEI;PANDAWA WATERBOOM SOLOBARUJLN. CEMARA RAYASOLOBARU;
A102.178;OBONK STEAK 2;cCustomer;OBONK STEAK 2;Restaurant;803;102;300000;0;0.0000.00000.00000.;JL. Dieng No.7, Talang Baru, CemaniSukoharjo;NIKMAT;JL. Dieng No.7, Talang Baru, CemaniSukoharjo;
A102.179;OBONK STEAK KLECO SOLO;cCustomer;OBONK STEAK KLECO SOLO;Restaurant;803;102;300000;0;0.0000.00000.00000.;"Jl. Sri Gading 2 no. 16 Mangkubumen, 
 Banjarsari (OMAH TURI)";NOTABENE BISTRO;"Jl. Sri Gading 2 no. 16 Mangkubumen, 
 Banjarsari (OMAH TURI)";
A102.184;OVEN FRIED CHICKEN;cCustomer;OVEN FRIED CHICKEN;Restaurant;803;102;2000000;30;0.0000.00000.00000.;Jl. Nanas No.1, Driyan, Siswodipuran, Kec. Boyolali, Kabupaten Boyolali;O'PALLET;Jl. Nanas No.1, Driyan, Siswodipuran, Kec. Boyolali, Kabupaten Boyolali;
A102.315;OLA VITA;cCustomer;OLA VITA;Restaurant;803;102;1000000;7;0.0000.00000.00000.;Jl. Slamet Riyadi No.626SOLO;OBONK 2;Jl. Slamet Riyadi No.626SOLO;
A114.063;OLREST CAFE;cCustomer;OLREST CAFE;Restaurant;803;102;5000000;0;0.0000.00000.00000.;Jl. Supomo No. 11Solo;OBONK SOLO;Jl. Supomo No. 11Solo;
A106.018;OMAH FROZEN FOOD;cCustomer;OMAH FROZEN FOOD;Restaurant;803;102;10000000;0;0.0000.00000.00000.;Jl. Supomo No. 11Solo;OBONK SOLO (FoC);Jl. Supomo No. 11Solo;
A102.187;OJO GOSONG SUKI & GRILL;cCustomer;OJO GOSONG SUKI & GRILL;Restaurant;803;102;1000000;14;0.0000.00000.00000.;"JL.SOLO PERMAI 
 ( DEPAN TOYOTA NASMOCO ) 
 SOLO";OBONK SOLO BARU;"JL.SOLO PERMAI 
 ( DEPAN TOYOTA NASMOCO ) 
 SOLO";
A102.278;TOKI-TOKI;cCustomer;TOKI-TOKI;Restaurant;803;102;1000000;0;0.0000.00000.00000.;"JLN. VETERAN NO 276 (TIMUR MAKRO) 
 SURAKARTA";OISHI BAR;"JLN. VETERAN NO 276 (TIMUR MAKRO) 
 SURAKARTA";
A102.186;OMAH JAWI;cCustomer;OMAH JAWI;Restaurant;803;102;500000;0;0.0000.00000.00000.;Jl. Popda, Blok B18, Ruko Global, Nusukan, Banjarsari, Surakarta;OJO GOSONG SUKI & GRILL;Jl. Popda, Blok B18, Ruko Global, Nusukan, Banjarsari, Surakarta;
A102.181;OMAH SINTEN;cCustomer;OMAH SINTEN;Restaurant;803;102;5000000;14;0.0000.00000.00000.;"Jl. Tirtosani No. 11 
 Solo";OLA VITA;"Jl. Tirtosani No. 11 
 Solo";
A102.325;O'PALLET;cCustomer;O'PALLET;Restaurant;803;102;5000000;0;0.0000.00000.00000.;"BU DARMINI 
 JLN. KI AGENG GRIBIG NO 64 DADIMULYO, KLATEN UTARA";OLEH OLEH BU MARGONO;"BU DARMINI 
 JLN. KI AGENG GRIBIG NO 64 DADIMULYO, KLATEN UTARA";
A102.324;O'PALLET CAFE COFFE N CULINARY;cCustomer;O'PALLET CAFE COFFE N CULINARY;Restaurant;803;102;5000000;7;0.0000.00000.00000.;Jl. Abdul Muis No.51, Setabelan, Jebres, Kota Surakarta, Jawa Tengah 57139, Indonesia;OLREST CAFE;Jl. Abdul Muis No.51, Setabelan, Jebres, Kota Surakarta, Jawa Tengah 57139, Indonesia;
A102.185;OPPAPIZZA CAFE;cCustomer;OPPAPIZZA CAFE;Restaurant;803;102;1000000;7;0.0000.00000.00000.;Jl. Kalingga Utara III No.7, Kadipiro, Banjarsari, Kota Surakarta, Jawa Tengah;OMAH FROZEN FOOD;Jl. Kalingga Utara III No.7, Kadipiro, Banjarsari, Kota Surakarta, Jawa Tengah;
A102.175;ORIENT RESTAURANT;cCustomer;ORIENT RESTAURANT;Restaurant;803;102;300000;0;0.0000.00000.00000.;"OMAH JAWI 
 Jl. Kelengkeng No. 2A, Kerten, Laweyan, Surakarta";OMAH JAWI;"OMAH JAWI 
 Jl. Kelengkeng No. 2A, Kerten, Laweyan, Surakarta";
A102.177;O-SOLO-MIO;cCustomer;O-SOLO-MIO;Restaurant;803;102;5000000;14;0.0000.00000.00000.;"JL DIPONEGORO 34/35 NGARSOPURO 
 SOLO";OMAH SINTEN;"JL DIPONEGORO 34/35 NGARSOPURO 
 SOLO";
A102.193;PALM RESTO;cCustomer;PALM RESTO;Restaurant;803;102;300000;0;0.0000.00000.00000.;SOLO;PAK HARI;SOLO;
A102.195;PALMYRA RESTAURANT;cCustomer;PALMYRA RESTAURANT;Restaurant;803;102;300000;14;0.0000.00000.00000.;SOLO;PAK KRISTIJONO;SOLO;
A102.338;PALOMINA KITCHEN AND BAR;cCustomer;PALOMINA KITCHEN AND BAR;Restaurant;803;102;5000000;0;0.0000.00000.00000.;SOLO;PAK LABIB;SOLO;
A102.196;PANTIES PIZZA;cCustomer;PANTIES PIZZA;Restaurant;803;102;20000000;0;0.0000.00000.00000.;KAMPUNG BATIK LAWEYAN;PAK SETIAWAN;KAMPUNG BATIK LAWEYAN;
A102.188;PAPARONS PIZZA SOLO;cCustomer;PAPARONS PIZZA SOLO;Restaurant;803;102;50000000;0;0.0000.00000.00000.;Jl. Laksda. AdisuciptoSolo;Palm;Jl. Laksda. AdisuciptoSolo;
A114.071;PAPAT COFFE;cCustomer;PAPAT COFFE;Restaurant;803;102;1000000;0;0.0000.00000.00000.;JLN. DR. RADJIMAN NO.200SOLO;PALMYRA;JLN. DR. RADJIMAN NO.200SOLO;
A102.201;PAR3;cCustomer;PAR3;Restaurant;803;102;1000000;7;0.0000.00000.00000.;Jl. Abdul Muis No.28, Kepatihan Kulon, Kec. Jebres, Kota Surakarta, Jawa Tengah 57129;PALOMINA KITCHEN;Jl. Abdul Muis No.28, Kepatihan Kulon, Kec. Jebres, Kota Surakarta, Jawa Tengah 57129;
A102.197;PAR 3 RESTO GOLF;cCustomer;PAR 3 RESTO GOLF;Restaurant;803;102;500000;0;0.0000.00000.00000.;Jl. Kaliurang km.5,3Jogjakarta;Pandan;Jl. Kaliurang km.5,3Jogjakarta;
A102.215;PAR FOUR CAFE;cCustomer;PAR FOUR CAFE;Restaurant;803;102;5000000;0;0.0000.00000.00000.;Jl. Kebangkitan Nasional Laweyan Penumping Kota Surakarta Jawa Tengah 57141;PANTIES PIZZA;Jl. Kebangkitan Nasional Laweyan Penumping Kota Surakarta Jawa Tengah 57141;
A102.189;PAR FOUR C.H. GRILL & BBQ;cCustomer;PAR FOUR C.H. GRILL & BBQ;Restaurant;803;102;300000;14;0.0000.00000.00000.;JL. GATOT SUBROTO 221, SURAKARTA;PAPARONS PIZZA SOLO;JL. GATOT SUBROTO 221, SURAKARTA;
A102.199;PART3 GOLF;cCustomer;PART3 GOLF;Restaurant;803;102;5000000;7;0.0000.00000.00000.;JL.HONGGO WONGSO;PAPAT COFFE;JL.HONGGO WONGSO;
A114.066;PEACOCK COFFEE;cCustomer;PEACOCK COFFEE;Restaurant;803;102;5000000;0;0.0000.00000.00000.;Jl. Adi Sucipto Blulukan Colomadu Surakartasamping narita Hotel;par 3 resto golf;Jl. Adi Sucipto Blulukan Colomadu Surakartasamping narita Hotel;
A102.191;PERMATA HIJAU RESTO;cCustomer;PERMATA HIJAU RESTO;Restaurant;803;102;300000;0;0.0000.00000.00000.;"JL. ADI SUCIPTO BLULUKAN 
 SOLO";PAR FOUR;"JL. ADI SUCIPTO BLULUKAN 
 SOLO";
A114.067;PERIDOT COFFE & TEA;cCustomer;PERIDOT COFFE & TEA;Restaurant;803;102;5000000;0;0.0000.00000.00000.;Jl. Kebangkitan Nasional No.31, Sriwedari Surakarta;PAR FOUR CAFE;Jl. Kebangkitan Nasional No.31, Sriwedari Surakarta;
A102.021;PATBINGSOO;cCustomer;PATBINGSOO;Restaurant;803;102;5000000;7;0.0000.00000.00000.;"JL.ADISUJIPTO (BARAT Hotel NARITA) 
 SOLO";PAR3;"JL.ADISUJIPTO (BARAT Hotel NARITA) 
 SOLO";
A102.018;PETI MAS;cCustomer;PETI MAS;Restaurant;803;102;2000000;7;0.0000.00000.00000.;Jln.Palagan Tentara Pelajar NO: 16.C( Gapura Sedan)08579999551;peacock coffee;Jln.Palagan Tentara Pelajar NO: 16.C( Gapura Sedan)08579999551;
A102.211;PHI PHI RESTAURANT;cCustomer;PHI PHI RESTAURANT;Restaurant;803;102;5000000;7;08.935.063.1-525.000;Jl. Wijaya Kusuma No.29, Gayamprit, Kec. Klaten Sel., Kabupaten Klaten, Jawa Tengah 57423;PERIDOT COFFE & TEA;Jl. Wijaya Kusuma No.29, Gayamprit, Kec. Klaten Sel., Kabupaten Klaten, Jawa Tengah 57423;
A114.092;PIORES;cCustomer;PIORES;Restaurant;803;102;1000000;30;0.0000.00000.00000.;SOLO;PERSONAL;SOLO;
A102.212;PIZZA BEE (HOTEL KOTA);cCustomer;PIZZA BEE (HOTEL KOTA);Restaurant;803;102;1000000;0;0.0000.00000.00000.;SOLO;PERSONAL (FoC);SOLO;
A102.203;PIZZA HOUSE;cCustomer;PIZZA HOUSE;Restaurant;803;102;5000000;0;0.0000.00000.00000.;SOLO;Peti mas;SOLO;
A102.205;PIZZA RUMAH ROTI;cCustomer;PIZZA RUMAH ROTI;Restaurant;803;102;5000000;7;0.0000.00000.00000.;Sentra Niaga The Park Mall Jl. Ir. Soekarno, Dusun II, Madegondo, Grogol, Kabupaten Sukoharjo;PHI PHI Restaurant;Sentra Niaga The Park Mall Jl. Ir. Soekarno, Dusun II, Madegondo, Grogol, Kabupaten Sukoharjo;
A102.202;PIZZA RUMAH ROTI;cCustomer;PIZZA RUMAH ROTI;Restaurant;803;102;5000000;7;0.0000.00000.00000.;Jl. Kebangkitan Nasional No.85, Penumping, Kec.Laweyan, Kota SurakartaJawa Tengah;PINARA COFFEE;Jl. Kebangkitan Nasional No.85, Penumping, Kec.Laweyan, Kota SurakartaJawa Tengah;
A102.207;PIZZA SLICE KLATEN;cCustomer;PIZZA SLICE KLATEN;Restaurant;803;102;5000000;7;0.0000.00000.00000.;Jl. Matoa Raya I, Karangasem, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57145;PIORES;Jl. Matoa Raya I, Karangasem, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57145;
A114.065;PLANET ESPREZZO;cCustomer;PLANET ESPREZZO;Restaurant;803;102;300000;0;0.0000.00000.00000.;Jl. Slamet Riyadi No.125 Kemlayan, Serengan, Surakarta;PIZZA BEE Hotel KOTA;Jl. Slamet Riyadi No.125 Kemlayan, Serengan, Surakarta;
A102.317;PLANET RAMAYANA;cCustomer;PLANET RAMAYANA;Restaurant;803;102;300000;0;0.0000.00000.00000.;"JL.TUTANG NO.1 CANTEL WETAN 
 SRAGEN TENGAH";PIZZA HOUSE;"JL.TUTANG NO.1 CANTEL WETAN 
 SRAGEN TENGAH";
A102.204;PLATE O DIRTY TABLE;cCustomer;PLATE O DIRTY TABLE;Restaurant;803;102;15000000;0;0.0000.00000.00000.;"JL. RONGGOWARSITO NO 93 KEPRABON 
 BANJARSARI";PIZZA RUMAH ROTI;"JL. RONGGOWARSITO NO 93 KEPRABON 
 BANJARSARI";
A114.07;PLATE-O KLATEN;cCustomer;PLATE-O KLATEN;Restaurant;803;102;1000000;14;0.0000.00000.00000.;Jl. Ronggowarsito No.93, Keprabon, Banjarsari, Kota Surakarta;PIZZA RUMAH ROTI;Jl. Ronggowarsito No.93, Keprabon, Banjarsari, Kota Surakarta;
A102.2;PLATE O SOLO (PIPPELINE);cCustomer;PLATE O SOLO (PIPPELINE);Restaurant;803;102;15000000;0;0.0000.00000.00000.;"JL.VETERAN NO.28 
 JALAN UTAMA JOGJA-SOLO";pizza slice klaten;"JL.VETERAN NO.28 
 JALAN UTAMA JOGJA-SOLO";
A102.022;PLATINO RESTAURANT;cCustomer;PLATINO RESTAURANT;Restaurant;803;102;5000000;7;0.0000.00000.00000.;JL.ADI SUCIPTO NO.1 SOLO;PLANET ESPREZZO;JL.ADI SUCIPTO NO.1 SOLO;
A102.19;PORTOTINO STEAK;cCustomer;PORTOTINO STEAK;Restaurant;803;102;300000;0;0.0000.00000.00000.;"JL.ARIFIN NO 59 KEPATIHAN WETAN 
 JEBRES KOTA SURAKARTA 
 JAWA TENGAH";PLATE O (PIPPELINE);"JL.ARIFIN NO 59 KEPATIHAN WETAN 
 JEBRES KOTA SURAKARTA 
 JAWA TENGAH";
A102.213;POLAR BEAR;cCustomer;POLAR BEAR;Restaurant;803;102;5000000;14;0.0000.00000.00000.;"JL.AHMAD YANI NO. 214 
 PABELAN 
 BARAT LAMPU MERAH PASAR KLECO. SEBELAH ISTI BANK";PLATE O DIRTY TABLE;"JL.AHMAD YANI NO. 214 
 PABELAN 
 BARAT LAMPU MERAH PASAR KLECO. SEBELAH ISTI BANK";
A101.04;PONDOK TINGGAL HOTEL;cCustomer;PONDOK TINGGAL HOTEL;Restaurant;803;102;10000000;7;0.0000.00000.00000.;Jl. Kopral Sayom No.99, RW.09, Jetak Kidul, Karanganom, Klaten Utara, Kabupaten Klaten, Jawa Tengah;PLATE-O KLATEN;Jl. Kopral Sayom No.99, RW.09, Jetak Kidul, Karanganom, Klaten Utara, Kabupaten Klaten, Jawa Tengah;
A101.035;POST IN HOTEL SOLO;cCustomer;POST IN HOTEL SOLO;Restaurant;803;102;0;30;0.0000.00000.00000.;Jl. Manggar Raya No.19, Dusun I, Grogol, Kec. Grogol, Kabupaten Sukoharjo, Jawa Tengah 57552;PLATINO Restaurant;Jl. Manggar Raya No.19, Dusun I, Grogol, Kec. Grogol, Kabupaten Sukoharjo, Jawa Tengah 57552;
A102.02;PRINGSEWU RESTAURANT;cCustomer;PRINGSEWU RESTAURANT;Restaurant;803;102;15000000;28;0.0000.00000.00000.;SOLO;PONDOK TINGAL Hotel;SOLO;
A114.064;PRIYAI CAFE;cCustomer;PRIYAI CAFE;Restaurant;803;102;300000;0;0.0000.00000.00000.;"JL. SLAMET RIYADI 
 TIMUR TUGU KERTOSURO 
 TELP. 0271 5838869 
 KERTOSURO";PORTOTINO;"JL. SLAMET RIYADI 
 TIMUR TUGU KERTOSURO 
 TELP. 0271 5838869 
 KERTOSURO";
A106.026;PT. JITU BOGA PERSADA;cCustomer;PT. JITU BOGA PERSADA;Restaurant;803;102;10000000;30;0.0000.00000.00000.;SOLO;POST IN;SOLO;
A102.194;PUTU BUMBUNG;cCustomer;PUTU BUMBUNG;Restaurant;803;102;300000;30;0.0000.00000.00000.;SOLO;PRIMA INN Hotel;SOLO;
A102.217;QUEEN PIZZA SOLO;cCustomer;QUEEN PIZZA SOLO;Restaurant;803;102;1000000;7;0.0000.00000.00000.;SOLO;Pringsewu Restaurant;SOLO;
A102.218;QUEEN'S CANE N KEBAB;cCustomer;QUEEN'S CANE N KEBAB;Restaurant;803;102;5000000;7;0.0000.00000.00000.;JL. BHAYANGKARA NO.78SOLO;PRIYAI;JL. BHAYANGKARA NO.78SOLO;
A102.148;LAWEYAN BLUE MBAH BEI;cCustomer;LAWEYAN BLUE MBAH BEI;Restaurant;803;102;5000000;30;31.297.247.4-526.000;LAMPIO HotelJl. Dr. Rajiman No.289, Panularan, Laweyan, Kota Surakarta;PT WISMA BINALOKA;LAMPIO HotelJl. Dr. Rajiman No.289, Panularan, Laweyan, Kota Surakarta;
A114.08;YUKI;cCustomer;YUKI;Restaurant;803;102;1000000;30;74.560.969.3-526.000;Hotel ALILA LT.3, JALAN SLAMET RIYADI NO.562 RT.01 RW.01 JAJAR LAWEYAN SURAKARTA JAWA TENGAH;PT. BOGA MEGA CIPTA;Hotel ALILA LT.3, JALAN SLAMET RIYADI NO.562 RT.01 RW.01 JAJAR LAWEYAN SURAKARTA JAWA TENGAH;
A102.102;FIFTY RESTAURANT;cCustomer;FIFTY RESTAURANT;Restaurant;803;102;5000000;30;02.014.215.4-526.001;FAVE Hotel ADISUTJIPTOJL. ADI SUCIPTO NO. 60 RT.01 RW.08KERTEN, LAWEYAN, SURAKARTA;PT. DELTA MERLIN DUNIA PROPERTI;FAVE Hotel ADISUTJIPTOJL. ADI SUCIPTO NO. 60 RT.01 RW.08KERTEN, LAWEYAN, SURAKARTA;
A102.053;BIG BRO;cCustomer;BIG BRO;Restaurant;803;102;1000000;60;02.014.215.4-528.002;Jl. Ir. Soekarno, Dusun II, Madegondo, Kec. Grogol, Kabupaten Sukoharjo, Jawa Tengah 57552;PT. DELTA MERLIN DUNIA PROPERTI;Jl. Ir. Soekarno, Dusun II, Madegondo, Kec. Grogol, Kabupaten Sukoharjo, Jawa Tengah 57552;
A102.107;GRILL US;cCustomer;GRILL US;Restaurant;803;102;5000000;30;02.014.215.4-532.003;Jl. Ir. Soekarno, Dusun II, Madegondo, Kec. Grogol, Kabupaten Sukoharjo, Jawa Tengah 57552;PT. DELTA MERLIN DUNIA PROPERTI;Jl. Ir. Soekarno, Dusun II, Madegondo, Kec. Grogol, Kabupaten Sukoharjo, Jawa Tengah 57552;
A102.279;TEKSAS RESTO TAWANGMANGU;cCustomer;TEKSAS RESTO TAWANGMANGU;Restaurant;803;102;1000000;30;02.014.215.4-526.002;JL.A YANI NO 145.RT 002/RW.006 GILINGAN KEC.BANJARSARI KOTA SURAKARTA;PT. DELTA MERLIN DUNIA PROPERTI;JL.A YANI NO 145.RT 002/RW.006 GILINGAN KEC.BANJARSARI KOTA SURAKARTA;
A102.16;MAD BOTTLE;cCustomer;MAD BOTTLE;Restaurant;803;102;5000000;30;01.582.494.9-526.000;Jl. Adi Sucipto No.47, Kenaiban, Blulukan, Kec. Colomadu, Kabupaten Karanganyar, Jawa Tengah 57174;PT. Hotel ANOM SOLO SARANATAMA;Jl. Adi Sucipto No.47, Kenaiban, Blulukan, Kec. Colomadu, Kabupaten Karanganyar, Jawa Tengah 57174;
A102.326;RAJA SIOBAK;cCustomer;RAJA SIOBAK;Restaurant;803;102;1000000;0;66.424.448.0-526.000;Jl. Moh. Husni Thamrin 11 A Manahan, Banjarsari, Surakarta;PT. JITU BOGA PERSADA;Jl. Moh. Husni Thamrin 11 A Manahan, Banjarsari, Surakarta;
A102.263;SAPI MELET;cCustomer;SAPI MELET;Restaurant;803;102;500000;28;01.002.907.2-526.000;JL. JL. SUGIYO PRANOTO NO.20 SOLO;PT. KUSUMA SAHID;JL. JL. SUGIYO PRANOTO NO.20 SOLO;
A114.053;LUX CAFE;cCustomer;LUX CAFE;Restaurant;803;102;10000000;7;02.875.228.5-532.001;THE PARK MALL SOLO BARU BLOK 6F NO.25C KEL. MADEGONDO KEC.GROGOL SUKOHARJO JAWA TENGAH;PT. LIBERICA;THE PARK MALL SOLO BARU BLOK 6F NO.25C KEL. MADEGONDO KEC.GROGOL SUKOHARJO JAWA TENGAH;
A102.154;MILKY MILK SOLO;cCustomer;MILKY MILK SOLO;Restaurant;803;102;5000000;14;31.591.291.5-532.001;HARTONO LIFESTYLE MALL SOLO BARU KEL.MADEGONDO KEC.GROGOL SUKOHARJO, JAWA TENGAH;PT. MITRA INTI CIPTA PERKASA;HARTONO LIFESTYLE MALL SOLO BARU KEL.MADEGONDO KEC.GROGOL SUKOHARJO, JAWA TENGAH;
A102.169;NIAGARA SUSHI HARTONO MALL;cCustomer;NIAGARA SUSHI HARTONO MALL;Restaurant;803;102;3000000;14;02.607.288.4-526.001;JL. URIP SUMOHARJO RUKO MESEN SQUARE BLOK A NO.5 - 6 SURAKARTA;PT. NAV JAYA MANDIRI;JL. URIP SUMOHARJO RUKO MESEN SQUARE BLOK A NO.5 - 6 SURAKARTA;
A114.055;MY KOPI-O SOLO;cCustomer;MY KOPI-O SOLO;Restaurant;803;102;10000000;30;0.0000.00000.00000.;MOVE MEGALAND HotelJLN. SLAMET RIYADI NO 351(DEPAN RS KASIH IBU);PT. PAPAN REJEKI LESTARI;MOVE MEGALAND HotelJLN. SLAMET RIYADI NO 351(DEPAN RS KASIH IBU);
A102.319;RESWARA;cCustomer;RESWARA;Restaurant;803;102;1000000;14;92.521.222.7-064.000;Gedung Pasaraya Blok M Gedung B Lantai 6 dan 7Jl. Iskandarsyah II No. 2 Melawai Kebayoran Baru Jakarta Selatan DKI Jakarta;PT. REBEL GOFOOD INDONESIA;Gedung Pasaraya Blok M Gedung B Lantai 6 dan 7Jl. Iskandarsyah II No. 2 Melawai Kebayoran Baru Jakarta Selatan DKI Jakarta;
A102.221;RESTO ROCKET;cCustomer;RESTO ROCKET;Restaurant;803;102;300000;14;92.521.222.7-064.000;Gedung Pasaraya Blok M. Gedung B Lt. 6 dan 7Jl. Iskandarsyah II No. 2 Melawai Kebayoran Baru Jakarta Selatan;PT. REBEL GOFOOD INDONESIA;Gedung Pasaraya Blok M. Gedung B Lt. 6 dan 7Jl. Iskandarsyah II No. 2 Melawai Kebayoran Baru Jakarta Selatan;
A102.051;SAE GROUP;cCustomer;SAE GROUP;Restaurant;803;102;5000000;14;73.768.418.3-528.000;Jl. Watusambang, Plumbon, Tawangmangu, Kabupaten Karanganyar, Jawa Tengah;PT. RUMAH ATSIRI INDONESIA;Jl. Watusambang, Plumbon, Tawangmangu, Kabupaten Karanganyar, Jawa Tengah;
A102.24;SARI BUNDO PADANG;cCustomer;SARI BUNDO PADANG;Restaurant;803;102;1000000;0;01.312.105.8-526.000;Jl. Gajahmada No. 82Solo;PT. SAHID & CO;Jl. Gajahmada No. 82Solo;
A115.046;PUTRI;cCustomer;PUTRI;Restaurant;803;102;5000000;28;03.153.729.3-542.001;SOLO;PT. SATORIA PRIMA PERSADA;SOLO;
A102.262;STEAK ON STREET;cCustomer;STEAK ON STREET;Restaurant;803;102;5000000;30;21.019.785.1-526.000;JL.YOSODIPURO NO 133 RT.04 RW.05 BANJARSARI SURAKARTA JAWA TENGAH;PT. SUNINDO GAPURA PRIMA;JL.YOSODIPURO NO 133 RT.04 RW.05 BANJARSARI SURAKARTA JAWA TENGAH;
A102.176;OBONK STEAK SOLO;cCustomer;OBONK STEAK SOLO;Restaurant;803;102;3000000;30;01.609.790.9-526.001;JL. SLAMET RIYADI NO.272 SOLO;PT. SUNINDO INDAH Hotel;JL. SLAMET RIYADI NO.272 SOLO;
A102.11;GAMON RESTO;cCustomer;GAMON RESTO;Restaurant;803;102;1000000;28;41.390.492.1-621.000;Jl. Brigjen Katamso No.37 Kebayan 1 Sragen Kulon Kec. Sragen Kabupaten Sragen;PT. WAW ANGKASA WIJAYA;Jl. Brigjen Katamso No.37 Kebayan 1 Sragen Kulon Kec. Sragen Kabupaten Sragen;
A102.306;FRUIT STORY;cCustomer;FRUIT STORY;Restaurant;803;102;5000000;30;83.174.791.0527.000;JL.ADI SUMARMO NGRESEP NGEMPLAK BOYOLALI;PT.ADI SUMARMO ADI GUNA;JL.ADI SUMARMO NGRESEP NGEMPLAK BOYOLALI;
A102.027;SAE CHICKEN;cCustomer;SAE CHICKEN;Restaurant;803;102;5000000;14;02.304.856.4-532.001;JL.PALEM RAYA LAGENHARJO SOLO BARURUMAH SAKIT INDRIYANTI;PT.DELTA MERLIN;JL.PALEM RAYA LAGENHARJO SOLO BARURUMAH SAKIT INDRIYANTI;
A102.158;NEW MERAPI RESTO;cCustomer;NEW MERAPI RESTO;Restaurant;803;102;5000000;30;91.403.731.2-542.000;JL.PUNGGAWAN NO 6 PUNGGAWAN KE.BANJARSARI SOLO;PT.RUANG TEDUH INDONESIA;JL.PUNGGAWAN NO 6 PUNGGAWAN KE.BANJARSARI SOLO;
A102.057;BIG BEEF;cCustomer;BIG BEEF;Restaurant;803;102;1000000;0;82.444.437.6-528.000;JL.ADISUJIPTO MALANG JIWAN COLOMADU;PT.SINERGI COLOMADU;JL.ADISUJIPTO MALANG JIWAN COLOMADU;
A115.052;STP SAHID;cCustomer;STP SAHID;Restaurant;803;102;1000000;0;42.688.892.1.526.000;JL.MONGINSIDI 77 SETABELAN BANJARSARI SURAKARTA;PT.STASIUN KOPI SOLO;JL.MONGINSIDI 77 SETABELAN BANJARSARI SURAKARTA;
A102.227;RAJA STEAK;cCustomer;RAJA STEAK;Restaurant;803;102;5000000;0;0.0000.00000.00000.;SOLO;PUTRI;SOLO;
A102.225;RALANA EATERY;cCustomer;RALANA EATERY;Restaurant;803;102;5000000;0;0.0000.00000.00000.;"JL URIP SUMOHARJO 60 
 SOLO";PUTU BUMBUNG;"JL URIP SUMOHARJO 60 
 SOLO";
A102.22;RAMAYANA COFFEE;cCustomer;RAMAYANA COFFEE;Restaurant;803;102;300000;0;0.0000.00000.00000.;Jl. Wirengan, Baluwarti, Ps. Kliwon, Surakarta;QUEEN'S CANE N KEBAB;Jl. Wirengan, Baluwarti, Ps. Kliwon, Surakarta;
A102.224;RAMAYANA RESTAURANT;cCustomer;RAMAYANA RESTAURANT;Restaurant;803;102;10000000;7;0.0000.00000.00000.;Jl. Cut Nya Din 28 Gandekan Jebres;Raja Siobak;Jl. Cut Nya Din 28 Gandekan Jebres;
A102.233;REBEL GOFOOD JEBRES (PT. REBEL GOFOOD INDONESIA);cCustomer;PT. REBEL GOFOOD INDONESIA;Restaurant;803;102;5000000;0;0.0000.00000.00000.;Sriwedari, Laweyan, Surakarta City, Central Java 57141,;RAJA STEAK;Sriwedari, Laweyan, Surakarta City, Central Java 57141,;
A102.232;REBEL GOFOOD LAWEYAN (PT. REBEL GOFOOD INDONESIA);cCustomer;PT. REBEL GOFOOD INDONESIA;Restaurant;803;102;5000000;7;03.196.169.1-526.000;"JL. SLAMET RIYADI 301 RT01 RW.03 PENUMPING, LAWEYAN, SURAKARTA 
 SAMPING XO.";RALANA EATERY;"JL. SLAMET RIYADI 301 RT01 RW.03 PENUMPING, LAWEYAN, SURAKARTA 
 SAMPING XO.";
A102.222;RELAX RESTO;cCustomer;RELAX RESTO;Restaurant;803;102;300000;30;0.0000.00000.00000.;Jl. Adi Sucipto No.56, Gatak, Gajahan, Colomadu, Kabupaten Karanganyar, Jawa Tengah 57716;RAMADA SWITES Hotel;Jl. Adi Sucipto No.56, Gatak, Gajahan, Colomadu, Kabupaten Karanganyar, Jawa Tengah 57716;
A102.228;REPHAS;cCustomer;REPHAS;Restaurant;803;102;5000000;0;0.0000.00000.00000.;"JL. DR. WAHIDIN NO. 22 
 SOLO";RAMAYANA;"JL. DR. WAHIDIN NO. 22 
 SOLO";
A102.214;PODJOK LAMPU;cCustomer;PODJOK LAMPU;Restaurant;803;102;1000000;7;0.0000.00000.00000.;"Jl. Raya Solo Baru AA No.18 
 Solo";RAMAYANA;"Jl. Raya Solo Baru AA No.18 
 Solo";
A102.226;REPHAS BAKERY;cCustomer;REPHAS BAKERY;Restaurant;803;102;5000000;0;0.0000.00000.00000.;solo baru solo;Ramayana Restaurant;solo baru solo;
A102.231;RILASSATI KITCHEN AND PASTRY (NIAGARA ANEKA KREASI);cCustomer;RILASSATI KITCHEN AND PASTRY (NIAGARA ANEKA KREASI);Restaurant;803;102;100000000;14;0.0000.00000.00000.;"JL. SLAMET RIYADI NO.39 
 SOLO";RELAX;"JL. SLAMET RIYADI NO.39 
 SOLO";
